question_id,mode,unit_id,candidate_rank,group_id,reason,estimated_chars,presentation_lane,admission_budget_lane
q25_how_does_hempholm_celebrate_if_the_visib,prior_only,corpus:npc:grishna:summary,22,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_only,corpus:npc:pippa:session-3-state,14,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_only,corpus:location:hempholm:sub-locations-and-scene-anchors,7,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q26_what_social_friction_should_exist_during,prior_only,corpus:location:hempholm:canon-summary,9,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q28_what_is_the_deeper_problem_beneath_the_v,prior_only,corpus:location:hempholm:sub-locations-and-scene-anchors,2,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q29_how_do_i_foreshadow_the_deeper_threat_be,prior_only,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,15,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
q30_what_should_the_cliffhanger_look_like_if,prior_only,corpus:location:hempholm:authority-stance,8,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q31_if_the_session_ends_on_the_deeper_threat,prior_only,corpus:location:hempholm:authority-stance,7,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q32_what_resources_are_likely_depleted_or_co,prior_only,corpus:location:hempholm:authority-stance,2,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q33_what_unanswered_questions_should_the_pla,prior_only,corpus:location:stone_bridge:authority-stance,6,location_worldbuilding,preserved_location_worldbuilding,274,location_context,prior_campaign_memory
q34_which_facts_are_retrieved_from_prior_can,prior_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q36_what_information_is_missing_from_the_cur,prior_only,corpus:location:hempholm:canon-summary,8,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q37_what_prep_can_be_safely_generated_anyway,prior_only,corpus:location:hempholm:authority-stance,1,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q38_what_should_the_gm_decide_manually,prior_only,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,10,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:statblock-generator-context,11,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_only,corpus:npc:grishna:summary,12,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_only,corpus:npc:pippa:session-3-state,8,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,3,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q02_if_the_players_are_not_ready_to_leave_to,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q03_how_far_away_is_mirathorn_at_this_point,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:statblock-generator-context,9,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_only,corpus:npc:grishna:summary,23,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_only,corpus:npc:pippa:pippa-goldwhistle,21,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,483,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q05_there_is_a_gigantic_tree_growing_in_hemp,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:float-goat-species-context,1,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_only,corpus:npc:grishna:summary,16,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_only,corpus:npc:pippa:session-3-state,13,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q07_what_is_the_tone_of_the_road_from_stone,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q08_give_me_three_small_road_events_that_can,prior_plus_support_content_only,corpus:location:hempholm:canon-location-texture,1,location_worldbuilding,preserved_location_worldbuilding,563,location_context,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:float-goat-species-context,12,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:bubbles-the-float-goat,2,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,418,party_timeline,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q10_as_the_party_approaches_hempholm__what_s,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:float-goat-species-context,6,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_only,corpus:npc:grishna:summary,14,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_only,corpus:npc:pippa:session-3-state,12,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q12_what_questions_are_the_players_most_like,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q13_what_observable_clues_should_reveal_that,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q14_what_skill_checks_should_be_available_fo,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,7,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q15_how_do_i_teach_the_tree_s_reach_and_move,prior_plus_support_content_only,corpus:location:hempholm:canon-location-texture,9,location_worldbuilding,preserved_location_worldbuilding,563,location_context,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:statblock-generator-context,6,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_only,corpus:npc:grishna:summary,15,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_only,corpus:npc:pippa:session-3-state,13,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,8,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q17_how_can_stafl_or_another_social_characte,prior_plus_support_content_only,corpus:location:rivers_edge_pub:canon-location-texture,11,location_worldbuilding,preserved_location_worldbuilding,339,location_context,prior_campaign_memory
q18_what_happens_if_the_party_fails_to_stop,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q19_what_triggers_the_tree_to_escalate_from,prior_plus_support_content_only,corpus:location:stone_bridge:authority-stance,4,location_worldbuilding,preserved_location_worldbuilding,274,location_context,prior_campaign_memory
q20_design_the_tree_encounter_as_a_battlefie,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,7,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q21_what_should_each_type_of_pc_be_able_to_c,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,13,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q22_if_the_party_defeats_the_tree__what_rema,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,3,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q23_how_would_local_craftspeople__farmers__c,prior_plus_support_content_only,corpus:location:stone_bridge:canon-summary,3,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q24_what_questions_should_the_weird_remains,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,11,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_only,corpus:npc:bubbles_the_float_goat:statblock-generator-context,1,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_only,corpus:npc:grishna:summary,22,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_only,corpus:npc:pippa:session-3-state,14,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_only,corpus:location:hempholm:sub-locations-and-scene-anchors,7,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q26_what_social_friction_should_exist_during,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,9,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q28_what_is_the_deeper_problem_beneath_the_v,prior_plus_support_content_only,corpus:location:hempholm:sub-locations-and-scene-anchors,2,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q29_how_do_i_foreshadow_the_deeper_threat_be,prior_plus_support_content_only,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,15,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
q30_what_should_the_cliffhanger_look_like_if,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,8,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q31_if_the_session_ends_on_the_deeper_threat,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,7,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q32_what_resources_are_likely_depleted_or_co,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,2,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q33_what_unanswered_questions_should_the_pla,prior_plus_support_content_only,corpus:location:stone_bridge:authority-stance,6,location_worldbuilding,preserved_location_worldbuilding,274,location_context,prior_campaign_memory
q34_which_facts_are_retrieved_from_prior_can,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q36_what_information_is_missing_from_the_cur,prior_plus_support_content_only,corpus:location:hempholm:canon-summary,8,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q37_what_prep_can_be_safely_generated_anyway,prior_plus_support_content_only,corpus:location:hempholm:authority-stance,1,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q38_what_should_the_gm_decide_manually,prior_plus_support_content_only,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,10,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:statblock-generator-context,11,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,12,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:session-3-state,8,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q01_who_are_the_npcs_the_players_encountered,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,3,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q02_if_the_players_are_not_ready_to_leave_to,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q03_how_far_away_is_mirathorn_at_this_point,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:statblock-generator-context,9,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,23,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:pippa-goldwhistle,21,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,483,party_timeline,prior_campaign_memory
q04_we_need_a_good_hemp_dealing_merchant_who,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q05_there_is_a_gigantic_tree_growing_in_hemp,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:float-goat-species-context,1,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,16,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q06_what_are_some_rumors_that_the_npc_could,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:session-3-state,13,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q07_what_is_the_tone_of_the_road_from_stone,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q08_give_me_three_small_road_events_that_can,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-location-texture,1,location_worldbuilding,preserved_location_worldbuilding,563,location_context,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:float-goat-species-context,12,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:bubbles-the-float-goat,2,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,418,party_timeline,prior_campaign_memory
q09_the_players_are_likely_still_riding_the,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q10_as_the_party_approaches_hempholm__what_s,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:float-goat-species-context,6,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,577,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,14,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:session-3-state,12,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q11_what_are_the_first_three_npcs_the_player,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q12_what_questions_are_the_players_most_like,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q13_what_observable_clues_should_reveal_that,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,2,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q14_what_skill_checks_should_be_available_fo,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,7,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q15_how_do_i_teach_the_tree_s_reach_and_move,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-location-texture,9,location_worldbuilding,preserved_location_worldbuilding,563,location_context,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:statblock-generator-context,6,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,15,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:session-3-state,13,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q16_who_in_town_wants_to_attack_or_burn_the,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,8,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q17_how_can_stafl_or_another_social_characte,prior_plus_support_content_plus_lexical_hints,corpus:location:rivers_edge_pub:canon-location-texture,11,location_worldbuilding,preserved_location_worldbuilding,339,location_context,prior_campaign_memory
